YYYYMM,행정동코드,행정동_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_평균_면적,아파트_평균_시가
202312,11650620,방배3동,367,1499,592,372,252,230,73,685949227
202312,11650621,방배4동,499,2241,842,357,202,645,82,576507140
202312,11650651,양재1동,465,2520,1265,493,137,261,81,571532117
202312,11650652,양재2동,507,3432,1201,89,94,23,56,302331031
202312,11650660,내곡동,90,453,350,201,4,9,82,892412998
202312,11680510,신사동,137,559,214,227,167,141,82,1000774827
202312,11680521,논현1동,467,3200,520,203,162,261,65,409434418
202312,11680531,논현2동,364,1881,757,375,118,222,75,559871538
202312,11680545,압구정동,173,362,370,367,391,342,115,1709243568
202312,11680565,청담동,330,961,669,379,385,814,110,1225412764
202312,11680580,삼성1동,189,487,583,255,188,242,98,1078530686
202312,11680590,삼성2동,389,2247,784,378,218,109,66,614869178
202312,11680600,대치1동,96,120,406,271,247,45,109,2038380761
202312,11680610,대치2동,190,573,753,369,58,74,84,1087778286
202312,11680630,대치4동,403,2838,606,152,63,36,52,348340499
202312,11680640,역삼1동,666,5243,846,310,114,129,52,307439893
202312,11680650,역삼2동,338,2240,840,246,205,81,64,689282358
202312,11680655,도곡1동,164,519,424,293,145,233,97,896100276
202312,11680656,도곡2동,126,297,453,300,174,88,96,1449913427
202312,11680660,개포1동,34,75,62,57,56,67,103,1223110587
202312,11680670,개포2동,126,499,499,71,70,2,72,1193422232
202312,11680690,개포4동,370,2382,747,48,120,90,58,374558594
202312,11680700,세곡동,208,1147,902,465,0,6,76,816718603
202312,11680720,일원본동,116,398,797,117,94,0,81,1238926136
202312,11680730,일원1동,202,1260,124,13,16,1,51,353811956
202312,11680740,일원2동,61,320,248,72,34,16,71,1181049180
202312,11680750,수서동,56,386,102,92,51,5,67,831470238
202312,11710510,풍납1동,109,502,313,27,0,0,58,248265751
202312,11710520,풍납2동,216,1359,511,137,6,16,55,312141913
202312,11710531,거여1동,176,1234,281,25,3,1,50,231659303
202312,11710532,거여2동,121,733,204,76,83,0,61,406082098
202312,11710540,마천1동,280,1614,451,99,0,0,55,366040463
202312,11710550,마천2동,335,2503,368,35,1,0,51,234997355
202312,11710561,방이1동,304,1766,737,114,155,66,64,322265419
202312,11710562,방이2동,714,5011,960,141,46,72,52,239920799
202312,11710566,오륜동,122,43,352,630,345,0,108,1584508693
202312,11710570,오금동,628,4065,1264,357,63,85,59,293781847
202312,11710580,송파1동,785,5587,1028,120,91,25,48,230387988
202312,11710590,송파2동,239,1429,566,241,60,36,60,431349742
202312,11710600,석촌동,1101,7743,1564,191,23,4,49,233692189
202312,11710610,삼전동,1107,8120,1296,176,19,2,48,206041603
202312,11710620,가락본동,368,2325,719,186,101,34,58,306705931
202312,11710631,가락1동,4,0,48,0,0,0,85,988708333
202312,11710632,가락2동,460,2901,927,215,155,27,57,322360011
202312,11710641,문정1동,387,2671,603,223,159,37,56,323269052
202312,11710642,문정2동,66,0,296,164,288,24,116,1320577273
202312,11710646,장지동,357,2570,870,20,13,0,52,359665487
202312,11710647,위례동,105,599,457,224,0,0,74,775064459
202312,11710650,잠실본동,802,5900,929,138,25,1,47,234213241
202312,11710670,잠실2동,135,240,1110,294,0,0,87,1593767032
202312,11710680,잠실3동,114,182,791,227,119,3,91,1588357988
202312,11710690,잠실4동,66,168,396,120,108,0,93,1406654040
202312,11710710,잠실6동,39,0,228,126,83,76,111,1372751586
202312,11710720,잠실7동,44,0,186,126,156,60,125,1915929924
202312,11740515,강일동,180,1127,802,226,0,0,71,564568969
202312,11740520,상일동,200,988,843,134,139,147,77,640637598
202312,11740530,명일1동,178,973,673,92,11,0,61,354738270
202312,11740540,명일2동,81,251,312,133,88,0,77,606495793
202312,11740550,고덕1동,147,760,534,56,22,12,69,636907618
202312,11740560,고덕2동,115,727,306,12,0,0,56,566947021
202312,11740570,암사1동,675,5060,937,128,1,4,50,203840466
202312,11740580,암사2동,114,748,308,21,16,2,53,308204454
202312,11740590,암사3동,119,608,352,253,83,7,72,508041003
202312,11740600,천호1동,464,3493,926,56,7,0,50,206416585
202312,11740610,천호2동,529,4051,714,73,23,0,48,217529985
202312,11740620,천호3동,230,1604,478,86,1,1,51,234414070
202312,11740640,성내1동,363,2527,830,82,15,85,57,252319568
202312,11740650,성내2동,329,2454,429,30,1,12,48,202618082
202312,11740660,성내3동,460,2829,1026,99,40,2,54,212466670
202312,11740685,길동,618,3958,1788,207,75,13,55,227597799
202312,11740700,둔촌2동,316,1990,814,127,27,15,56,261960069
202401,11110515,청운효자동,323,1533,581,83,91,117,69,276146690
202401,11110530,사직동,89,309,158,54,81,14,73,371237211
202401,11110540,삼청동,9,12,19,5,2,14,111,401044841
202401,11110550,부암동,189,712,662,162,46,130,82,259634651
202401,11110560,평창동,294,527,915,314,472,538,124,480839259
202401,11110570,무악동,47,111,256,108,12,0,82,660258193
202401,11110580,교남동,231,1202,194,24,2,1,50,235058041
202401,11110600,가회동,126,683,78,20,8,41,67,284759882
202401,11110615,종로1·2·3·4가동,9,62,8,2,10,0,49,278382323
202401,11110630,종로5·6가동,10,56,0,0,3,0,42,127248788
202401,11110640,이화동,212,1201,225,15,1,1,47,133464799
202401,11110650,혜화동,308,1681,533,94,43,23,57,189567695
202401,11110670,창신1동,24,147,50,0,0,0,48,210739429
202401,11110680,창신2동,214,1231,87,12,4,1,49,133709885
202401,11110690,창신3동,26,129,91,42,0,0,65,320701236
202401,11110700,숭인1동,44,228,89,34,0,0,58,271960677
202401,11110710,숭인2동,181,1175,239,16,0,0,52,167074058
202401,11140520,소공동,4,32,12,0,0,0,52,489545455
202401,11140540,회현동,19,86,45,14,18,20,85,389399554
202401,11140550,명동,7,34,12,1,5,7,72,355854515
202401,11140570,필동,31,175,54,26,5,5,63,248890227
202401,11140580,장충동,160,1262,78,22,12,28,45,186105513
202401,11140590,광희동,10,61,18,6,0,0,51,193927273
202401,11140605,을지로동,1,0,11,0,0,0,85,457909091
202401,11140615,신당동,36,194,71,3,0,0,49,202648861
202401,11140625,다산동,374,2274,423,116,44,99,64,207881680
202401,11140635,약수동,125,617,398,195,9,0,68,382587628
202401,11140645,청구동,74,346,236,108,1,0,68,433917253
202401,11140650,신당5동,64,398,229,40,0,0,59,382417416
202401,11140665,동화동,59,169,297,115,56,0,83,562530704
202401,11140670,황학동,29,186,79,31,5,0,60,320745114
202401,11140680,중림동,88,427,216,63,2,1,60,368461445
202401,11170510,후암동,370,1811,818,104,84,60,63,292755194
202401,11170520,용산2가동,281,1403,175,10,4,1,49,204859436
202401,11170530,남영동,78,367,154,31,18,2,61,398414266
202401,11170555,청파동,457,2443,584,92,11,3,54,244172572
202401,11170560,원효로1동,125,778,345,99,30,0,55,423991122
202401,11170570,원효로2동,119,657,310,102,34,60,68,462855465
202401,11170580,효창동,187,995,574,119,39,22,63,342185373
202401,11170590,용문동,176,1130,299,90,3,0,54,323872688
202401,11170625,한강로동,81,317,188,97,124,27,72,780899618
202401,11170630,이촌1동,133,201,295,555,204,320,120,1448413885
202401,11170640,이촌2동,80,531,260,31,2,0,61,541443092
202401,11170650,이태원1동,70,221,95,109,85,101,98,632786445
202401,11170660,이태원2동,169,589,320,83,132,77,81,436270648
202401,11170685,한남동,414,1046,592,255,266,918,112,1309674189
202401,11170690,서빙고동,158,463,283,69,162,171,82,931218213
202401,11170700,보광동,144,653,216,18,12,0,53,751925365
202401,11200520,왕십리2동,69,320,285,92,4,0,70,474130064
202401,11200535,왕십리도선동,108,455,555,124,24,0,70,658527615
202401,11200540,마장동,125,921,405,55,50,12,57,313147656
202401,11200550,사근동,102,689,181,19,1,0,44,170903029
202401,11200560,행당1동,84,324,294,99,0,0,68,483661187
202401,11200570,행당2동,97,431,426,269,3,0,79,645518275
202401,11200580,응봉동,215,1258,260,169,0,0,56,269799393
202401,11200590,금호1가동,193,1037,332,125,0,0,54,308385556
202401,11200615,금호2·3가동,227,1192,505,117,0,0,60,365230604
202401,11200620,금호4가동,82,324,376,129,11,0,77,803074557
202401,11200645,옥수동,126,383,544,246,138,65,93,884172349
202401,11200650,성수1가1동,122,686,442,8,18,12,61,736732428
202401,11200660,성수1가2동,68,474,251,18,0,0,57,465824238
202401,11200670,성수2가1동,110,858,290,41,25,1,59,579181643
202401,11200690,성수2가3동,78,473,189,116,0,0,57,394279969
202401,11200720,송정동,68,536,116,18,0,0,50,229184261
202401,11200790,용답동,54,286,91,7,0,0,56,255078831
202401,11215710,화양동,195,1629,174,18,1,0,34,148077507
202401,11215730,군자동,233,1578,444,55,28,3,51,206472588
202401,11215740,중곡1동,249,1645,405,23,14,0,51,188044024
202401,11215750,중곡2동,387,2601,589,23,1,0,50,185506401
202401,11215760,중곡3동,243,1788,263,11,0,0,47,176263103
202401,11215770,중곡4동,623,3997,1109,59,11,0,52,170253171
202401,11215780,능동,170,1292,223,14,4,0,44,203223348
202401,11215810,광장동,193,648,898,128,211,260,93,701037200
202401,11215820,자양1동,368,2684,464,38,5,5,48,208444504
202401,11215830,자양2동,410,2571,668,118,70,33,54,266950759
202401,11215840,자양3동,171,867,722,147,44,11,65,503185054
202401,11215847,자양4동,141,1064,294,30,12,0,47,259534026
202401,11215850,구의1동,421,2897,560,43,2,0,48,182840088
202401,11215860,구의2동,569,3313,1464,130,35,8,59,218482807
202401,11215870,구의3동,319,1905,961,128,69,76,60,306329165
202401,11230536,용신동,212,1333,465,104,16,4,57,263764070
202401,11230545,제기동,276,1738,548,84,7,16,56,199334932
202401,11230560,전농1동,236,1565,449,118,1,2,53,298148257
202401,11230570,전농2동,95,499,280,199,0,0,70,385704055
202401,11230600,답십리1동,123,777,443,98,34,0,64,481259336
202401,11230610,답십리2동,128,649,512,130,2,0,69,367194404
202401,11230650,장안1동,366,3152,1217,255,23,0,58,242312008
202401,11230660,장안2동,278,2403,879,159,15,0,59,269839336
202401,11230705,청량리동,111,618,254,99,22,11,63,259040718
202401,11230710,회기동,79,545,191,29,1,0,54,195644398
202401,11230720,휘경1동,69,442,189,43,0,0,57,269364510
202401,11230730,휘경2동,210,1232,608,176,1,0,59,240740232
202401,11230740,이문1동,142,816,256,106,21,6,52,241674717
202401,11230750,이문2동,83,469,291,150,6,0,69,392500480
202401,11260520,면목2동,247,1960,573,21,1,0,53,169038566
202401,11260540,면목4동,195,1304,344,45,1,0,54,193480097
202401,11260550,면목5동,150,1225,213,16,0,0,51,161532570
202401,11260565,면목본동,490,4236,520,13,2,2,47,161046904
202401,11260570,면목7동,208,1360,559,52,19,0,55,206799710
202401,11260575,면목3·8동,244,1822,527,23,0,0,51,162903032
202401,11260580,상봉1동,237,1671,770,44,1,0,56,232552683
202401,11260590,상봉2동,284,2382,254,21,12,0,41,164323561
202401,11260600,중화1동,270,2075,670,29,0,0,54,176084174
202401,11260610,중화2동,269,2582,253,7,1,0,46,173970731
202401,11260620,묵1동,451,2874,954,451,3,0,58,211861425
202401,11260630,묵2동,246,2143,349,19,7,0,48,179173771
202401,11260655,망우본동,270,1791,696,73,10,0,57,184330011
202401,11260660,망우3동,225,1759,224,3,7,1,49,149287198
202401,11260680,신내1동,196,1463,706,179,18,0,63,274216702
202401,11260690,신내2동,77,485,212,140,62,0,68,356325541
202401,11290525,성북동,279,1315,634,110,108,189,78,313604379
202401,11290555,삼선동,217,1325,632,174,12,0,60,250711937
202401,11290575,동선동,180,1176,428,80,1,6,53,181189828
202401,11290580,돈암1동,90,364,386,123,0,0,68,335447080
202401,11290590,돈암2동,130,526,515,175,197,0,78,419147665
202401,11290600,안암동,131,949,187,114,13,17,56,192016146
202401,11290610,보문동,128,828,394,35,1,0,57,253619175
202401,11290620,정릉1동,129,682,427,98,0,0,64,282449873
202401,11290630,정릉2동,445,2838,1124,127,19,1,61,172918375
202401,11290640,정릉3동,227,1901,531,35,15,2,55,137578168
202401,11290650,정릉4동,375,2178,1179,275,9,2,63,191431798
202401,11290660,길음1동,168,731,885,387,24,0,80,555071069
202401,11290685,길음2동,64,350,223,80,14,13,72,503395171
202401,11290705,종암동,324,2208,761,209,22,0,60,262472736
202401,11290715,월곡1동,165,1084,547,182,0,0,65,327301568
202401,11290725,월곡2동,112,693,344,160,8,0,62,258710010
202401,11290760,장위1동,481,3756,437,21,2,2,50,155488309
202401,11290770,장위2동,202,1368,311,12,2,0,53,179903942
202401,11290780,장위3동,85,506,355,45,0,0,63,326278598
202401,11290810,석관동,402,2693,485,69,72,12,51,200562779
202401,11305534,삼양동,389,2708,604,63,0,0,54,154930571
202401,11305535,미아동,445,3292,402,19,11,1,48,135422312
202401,11305545,송중동,518,3187,768,122,2,0,54,173873411
202401,11305555,송천동,374,2363,451,42,0,1,51,191442343
202401,11305575,삼각산동,132,460,695,382,0,0,84,526437193
202401,11305595,번1동,202,1605,199,0,1,0,49,128086833
202401,11305603,번2동,501,3742,177,18,1,0,45,101304348
202401,11305608,번3동,90,672,315,30,6,0,58,229654462
202401,11305615,수유1동,472,3733,556,16,1,0,50,125457938
202401,11305625,수유2동,382,3108,508,79,2,0,52,139567075
202401,11305635,수유3동,389,3189,317,13,2,0,50,125310129
202401,11305645,우이동,545,3902,829,175,59,25,58,144599549
202401,11305660,인수동,770,5868,1053,125,63,4,54,133012223
202401,11320511,창1동,171,1206,537,119,101,31,66,259467213
202401,11320512,창2동,456,3970,809,40,6,1,53,155108707
202401,11320513,창3동,179,1369,193,6,0,0,50,134179521
202401,11320514,창4동,100,478,533,92,84,0,75,445354697
202401,11320515,창5동,223,1435,515,177,54,24,59,240547350
202401,11320521,도봉1동,420,3456,366,7,21,0,49,107137629
202401,11320522,도봉2동,125,618,623,60,0,0,65,251620881
202401,11320660,쌍문1동,382,3423,647,66,46,2,54,142247864
202401,11320670,쌍문2동,291,2406,457,6,0,16,53,136819848
202401,11320680,쌍문3동,240,1917,426,43,1,0,54,148931274
202401,11320681,쌍문4동,113,624,574,12,0,12,64,226052436
202401,11320690,방학1동,286,2222,486,166,109,0,58,194926966
202401,11320700,방학2동,403,3632,467,1,7,0,49,115891080
202401,11320710,방학3동,131,583,761,85,40,0,71,252092055
202401,11350560,월계1동,293,1871,463,100,1,0,54,174087257
202401,11350570,월계2동,134,899,501,120,34,0,65,314200953
202401,11350580,월계3동,106,836,247,49,35,0,60,403325496
202401,11350595,공릉1동,376,2489,1044,78,7,0,56,179781904
202401,11350600,공릉2동,264,1390,1058,277,85,0,67,298785366
202401,11350611,하계1동,137,712,522,190,139,0,71,319439476
202401,11350612,하계2동,68,393,290,114,0,0,70,430000223
202401,11350619,중계본동,190,995,503,323,75,0,70,302852523
202401,11350621,중계1동,79,302,430,136,7,0,78,588563712
202401,11350624,중계4동,73,433,357,22,0,0,64,296200668
202401,11350625,중계2·3동,90,768,190,45,11,0,56,319511608
202401,11350630,상계1동,299,1991,967,185,110,2,63,227647807
202401,11350640,상계2동,160,1056,430,35,35,0,57,214606401
202401,11350665,상계3·4동,255,1869,587,68,0,0,55,197056774
202401,11350670,상계5동,238,1869,378,2,0,0,51,146806589
202401,11350695,상계6·7동,153,1408,412,8,0,0,56,391339869
202401,11350700,상계8동,73,789,87,0,0,0,54,334857306
202401,11350710,상계9동,71,539,313,0,0,0,59,354541080
202401,11350720,상계10동,52,444,132,48,0,0,62,427110577
202401,11380510,녹번동,701,4657,1434,89,16,4,54,194168619
202401,11380520,불광1동,704,4028,1432,231,29,2,55,213958560
202401,11380530,불광2동,700,5120,870,52,14,12,50,142334183
202401,11380551,갈현1동,565,3496,1102,49,4,0,54,208463816
202401,11380552,갈현2동,732,5229,1344,100,14,5,53,153952135
202401,11380560,구산동,784,5143,1890,160,22,0,56,151231930
202401,11380570,대조동,605,4131,885,50,5,0,50,149585430
202401,11380580,응암1동,472,2955,983,46,26,0,55,167372789
202401,11380590,응암2동,221,1443,572,92,5,0,58,279039358
202401,11380600,응암3동,577,3607,541,28,6,2,49,132152795
202401,11380625,역촌동,1242,8321,2567,66,29,7,54,155478218
202401,11380631,신사1동,639,4456,1342,77,6,0,55,162425905
202401,11380632,신사2동,368,2405,731,36,2,3,53,156384400
202401,11380640,증산동,261,1352,885,73,2,0,60,264412580
202401,11380650,수색동,91,534,208,74,3,0,57,285969087
202401,11380690,진관동,377,719,1679,899,610,350,97,532753479
202401,11410520,천연동,107,554,269,140,5,0,63,397400487
202401,11410555,북아현동,108,501,381,34,7,12,64,602036398
202401,11410565,충현동,259,1125,852,192,51,29,69,381899901
202401,11410585,신촌동,218,1533,409,71,14,2,49,177165248
202401,11410615,연희동,661,3783,1280,318,118,131,66,207240534
202401,11410620,홍제1동,337,1786,1010,193,16,11,62,217602474
202401,11410640,홍제3동,180,1174,361,42,5,0,55,167360192
202401,11410655,홍제2동,118,600,496,116,13,0,67,314983342
202401,11410660,홍은1동,191,976,569,130,57,0,61,233400398
202401,11410685,홍은2동,642,4017,1284,146,156,113,60,154661428
202401,11410690,남가좌1동,71,214,452,63,6,11,80,679160100
202401,11410700,남가좌2동,301,1887,546,129,1,1,54,227969844
202401,11410710,북가좌1동,188,865,625,104,19,0,65,410754253
202401,11410720,북가좌2동,872,5602,1521,103,0,11,54,167757926
202401,11440555,아현동,106,484,393,176,4,12,76,921140791
202401,11440565,공덕동,415,2211,715,247,26,1,57,396354330
202401,11440585,도화동,122,478,415,226,116,25,77,517528938
202401,11440590,용강동,136,868,319,182,70,0,64,497352990
202401,11440600,대흥동,73,502,108,14,0,1,41,290729719
202401,11440610,염리동,99,598,168,32,0,0,49,314172668
202401,11440630,신수동,205,1190,640,126,11,13,60,385870186
202401,11440655,서강동,317,1809,851,122,65,42,57,361808135
202401,11440660,서교동,471,3337,802,90,46,11,51,212792253
202401,11440680,합정동,523,3397,817,89,16,5,49,226954603
202401,11440690,망원1동,511,3563,658,131,6,1,48,212810124
202401,11440700,망원2동,415,2713,711,81,8,0,50,204295370
202401,11440710,연남동,388,2408,763,89,13,5,50,208713210
202401,11440720,성산1동,568,3499,1231,120,44,8,55,188218762
202401,11440730,성산2동,363,2571,700,109,1,0,53,254866913
202401,11440740,상암동,190,1052,727,361,0,0,66,476838167
202401,11470510,목1동,102,495,424,137,82,10,74,796337543
202401,11470520,목2동,785,5568,1186,125,101,6,53,188087838
202401,11470530,목3동,453,3404,581,64,19,4,52,184229085
202401,11470540,목4동,505,3204,1017,89,46,5,55,189827888
202401,11470550,목5동,191,327,1229,376,353,7,100,1342723822
202401,11470560,신월1동,380,3089,466,6,2,0,49,125505363
202401,11470570,신월2동,358,2480,1118,77,2,0,56,169126179
202401,11470580,신월3동,231,1889,280,11,0,0,46,114670938
202401,11470590,신월4동,278,2000,1031,13,0,0,57,168479350
202401,11470600,신월5동,299,2110,695,38,7,1,53,141762970
202401,11470610,신월6동,133,811,469,32,0,0,57,274722385
202401,11470611,신월7동,616,4788,204,0,0,0,42,100738599
202401,11470620,신정1동,116,394,360,443,85,0,83,857356012
202401,11470630,신정2동,99,437,487,133,0,0,65,447255961
202401,11470640,신정3동,335,2020,1080,320,12,0,65,361746184
202401,11470650,신정4동,745,5227,1413,93,2,0,52,157597172
202401,11470670,신정6동,83,168,310,395,91,29,97,1106384082
202401,11470680,신정7동,121,586,612,106,33,22,70,582260300
202401,11500510,염창동,248,1187,1333,168,73,4,70,416686264
202401,11500520,등촌1동,182,1336,590,30,0,0,54,234537129
202401,11500530,등촌2동,391,2789,722,116,102,72,56,218053706
202401,11500535,등촌3동,125,1089,252,104,42,0,57,342211620
202401,11500540,화곡1동,1192,9634,1689,58,4,0,49,140481784
202401,11500550,화곡2동,517,4242,410,12,7,0,50,127620236
202401,11500560,화곡3동,344,2085,605,317,205,12,62,234116665
202401,11500570,화곡4동,537,4303,597,24,0,0,49,134309833
202401,11500590,화곡본동,1170,9392,961,21,1,0,50,123876906
202401,11500591,화곡6동,448,3253,699,113,67,60,55,170034732
202401,11500593,화곡8동,816,6241,1024,19,1,0,52,130703775
202401,11500603,가양1동,148,906,552,117,99,0,66,396996811
202401,11500604,가양2동,53,452,48,108,0,0,52,317356775
202401,11500605,가양3동,60,614,71,9,0,0,49,336108207
202401,11500611,발산1동,398,2621,1365,67,23,0,59,271140993
202401,11500615,우장산동,507,2889,1611,450,39,0,63,319276578
202401,11500620,공항동,368,2913,562,8,1,0,47,207503846
202401,11500630,방화1동,394,2478,1301,281,0,0,60,323331374
202401,11500640,방화2동,248,1944,446,48,0,0,51,195195964
202401,11500641,방화3동,139,881,361,135,118,0,63,262029835
202401,11530510,신도림동,134,455,728,196,158,36,85,636584154
202401,11530520,구로1동,69,260,530,65,1,0,73,399227070
202401,11530530,구로2동,265,1984,437,14,2,2,49,177466374
202401,11530540,구로3동,459,2789,340,74,0,0,48,138758246
202401,11530550,구로4동,539,3236,244,4,1,0,46,114177005
202401,11530560,구로5동,131,754,424,104,30,36,65,291594059
202401,11530595,가리봉동,178,1027,128,12,17,36,69,185911126
202401,11530720,고척1동,181,1272,602,25,12,0,59,238203387
202401,11530730,고척2동,276,2197,577,107,0,0,56,189698484
202401,11530740,개봉1동,415,3054,711,75,72,0,55,170691909
202401,11530750,개봉2동,479,3233,1214,202,12,0,58,193683448
202401,11530760,개봉3동,431,3575,711,24,0,0,53,155760606
202401,11530770,오류1동,206,1645,395,103,1,0,55,158478976
202401,11530780,오류2동,366,3282,1396,170,13,0,59,244582574
202401,11530790,수궁동,426,4201,1407,84,13,0,57,175786153
202401,11530800,항동,101,677,458,88,12,24,70,300065423
202401,11545510,가산동,173,1529,361,15,24,5,50,173249223
202401,11545610,독산1동,217,1759,672,53,8,4,56,245696062
202401,11545620,독산2동,312,2524,339,2,1,0,50,135091578
202401,11545630,독산3동,394,2975,815,61,0,0,52,158539229
202401,11545640,독산4동,250,1755,517,6,0,0,54,143761339
202401,11545670,시흥1동,381,2974,653,65,24,0,53,180948067
202401,11545680,시흥2동,84,427,292,245,0,0,74,275637280
202401,11545690,시흥3동,234,2042,809,20,0,0,57,164661707
202401,11545700,시흥4동,351,2661,682,50,0,0,53,139154099
202401,11545710,시흥5동,232,2060,348,6,0,0,50,158427139
202401,11560515,영등포본동,221,1259,505,13,0,0,55,265100867
202401,11560535,영등포동,123,894,285,73,37,0,49,328420925
202401,11560540,여의동,100,66,265,367,398,152,126,1400319048
202401,11560550,당산1동,102,684,293,37,18,0,52,342612455
202401,11560560,당산2동,209,1093,696,275,146,0,69,525836586
202401,11560585,도림동,131,805,288,20,8,0,55,209452170
202401,11560605,문래동,99,332,559,215,76,11,87,674800000
202401,11560610,양평1동,66,482,149,30,0,0,53,314493630
202401,11560620,양평2동,182,1562,474,38,3,0,48,261626373
202401,11560630,신길1동,142,1040,257,47,0,0,49,217210138
202401,11560650,신길3동,75,463,239,5,0,0,57,374597267
202401,11560660,신길4동,87,293,115,78,21,6,83,247336978
202401,11560670,신길5동,91,631,144,54,0,0,57,245273564
202401,11560680,신길6동,121,712,408,15,9,1,58,326160022
202401,11560690,신길7동,64,452,343,36,24,0,67,580827492
202401,11560700,대림1동,96,634,332,19,0,0,56,262808629
202401,11560710,대림2동,124,863,220,10,0,0,54,170194855
202401,11560720,대림3동,250,1659,345,2,35,0,50,173627070
202401,11590510,노량진1동,164,777,575,236,4,0,67,439684906
202401,11590520,노량진2동,129,656,328,10,0,0,57,450906395
202401,11590530,상도1동,515,2818,1867,343,48,10,62,306390343
202401,11590540,상도2동,258,1397,938,90,108,0,62,372760606
202401,11590550,상도3동,548,3031,1674,60,11,0,59,189244163
202401,11590560,상도4동,636,4244,1105,60,17,0,54,174505848
202401,11590605,흑석동,253,884,869,286,44,26,74,684405949
202401,11590620,사당1동,396,2394,885,31,7,0,54,219552192
202401,11590630,사당2동,209,813,689,338,33,0,71,411815224
202401,11590640,사당3동,306,1579,649,229,37,0,59,310164712
202401,11590650,사당4동,288,1724,465,38,8,1,53,225349572
202401,11590651,사당5동,152,992,235,65,0,0,54,236865044
202401,11590660,대방동,400,2270,1234,69,75,27,59,298699197
202401,11590670,신대방1동,137,752,368,145,73,0,65,364550843
202401,11590680,신대방2동,201,1087,591,55,45,39,63,251765063
202401,11620525,보라매동,373,2346,869,29,2,14,56,172943925
202401,11620545,청림동,86,436,241,157,0,0,65,385697578
202401,11620565,성현동,231,1294,603,251,1,0,62,298426271
202401,11620575,행운동,275,1721,528,83,3,0,54,191099630
202401,11620585,낙성대동,160,866,520,109,6,1,60,208911225
202401,11620595,청룡동,284,1551,659,116,1,0,58,236901122
202401,11620605,은천동,419,2580,792,192,14,0,55,194533013
202401,11620615,중앙동,165,1048,382,30,3,0,55,187439002
202401,11620625,인헌동,558,3411,1071,44,14,0,56,167112659
202401,11620630,남현동,300,1421,1086,172,109,14,68,279230984
202401,11620645,서원동,400,2725,632,17,1,0,50,141892270
202401,11620655,신원동,213,1522,193,9,1,0,45,127885490
202401,11620665,서림동,249,1622,397,82,0,0,53,150101841
202401,11620685,신사동,212,1428,397,20,2,3,53,179861474
202401,11620695,신림동,170,1285,104,2,0,0,39,149769580
202401,11620715,난향동,119,604,349,173,0,0,68,265144367
202401,11620725,조원동,180,1362,339,31,0,0,47,180171868
202401,11620735,대학동,114,772,418,12,0,0,56,190916533
202401,11620745,삼성동,129,882,424,67,0,0,61,217897987
202401,11620765,미성동,430,3197,639,112,75,0,54,181369844
202401,11620775,난곡동,495,4290,408,16,3,0,48,136234258
202401,11650510,서초1동,231,984,571,295,185,169,78,517775264
202401,11650520,서초2동,92,349,328,107,113,55,81,728752470
202401,11650530,서초3동,449,1982,909,591,435,513,87,592793964
202401,11650531,서초4동,102,99,484,358,159,81,105,1515744780
202401,11650540,잠원동,157,600,571,193,232,82,82,1005807544
202401,11650550,반포본동,101,0,415,467,318,24,106,-2147483648
202401,11650560,반포1동,269,1662,575,167,114,186,65,783794215
202401,11650570,반포2동,52,124,261,68,60,96,107,-2147483648
202401,11650580,반포3동,68,108,363,188,111,24,97,1852605615
202401,11650581,반포4동,355,698,732,314,490,775,121,790172163
202401,11650590,방배본동,288,1070,412,237,219,514,98,740666457
202401,11650600,방배1동,355,2030,714,182,118,114,62,432020432
202401,11650610,방배2동,349,1404,871,273,91,32,65,528513471
202401,11650620,방배3동,367,1499,592,372,252,230,73,685949227
202401,11650621,방배4동,499,2241,842,357,202,645,82,576507140
202401,11650651,양재1동,465,2520,1265,493,137,261,81,571532117
202401,11650652,양재2동,507,3432,1201,89,94,23,56,302331031
202401,11650660,내곡동,90,453,350,201,4,9,82,892412998
202401,11680510,신사동,137,559,214,227,167,141,82,1000774827
202401,11680521,논현1동,467,3200,520,203,162,261,65,409434418
202401,11680531,논현2동,364,1881,757,375,118,222,75,559871538
202401,11680545,압구정동,173,362,370,367,391,342,115,1709243568
202401,11680565,청담동,330,961,669,379,385,814,110,1225412764
202401,11680580,삼성1동,189,487,583,255,188,242,98,1078530686
202401,11680590,삼성2동,389,2247,784,378,218,109,66,614869178
202401,11680600,대치1동,96,120,406,271,247,45,109,2038380761
202401,11680610,대치2동,190,573,753,369,58,74,84,1087778286
202401,11680630,대치4동,403,2838,606,152,63,36,52,348340499
202401,11680640,역삼1동,666,5243,846,310,114,129,52,307439893
202401,11680650,역삼2동,338,2240,840,246,205,81,64,689282358
202401,11680655,도곡1동,164,519,424,293,145,233,97,896100276
202401,11680656,도곡2동,126,297,453,300,174,88,96,1449913427
202401,11680660,개포1동,34,75,62,57,56,67,103,1223110587
202401,11680670,개포2동,126,499,499,71,70,2,72,1193422232
202401,11680690,개포4동,370,2382,747,48,120,90,58,374558594
202401,11680700,세곡동,208,1147,902,465,0,6,76,816718603
202401,11680720,일원본동,116,398,797,117,94,0,81,1238926136
